text;time
#alqaeda media wing announces new zawahiri audio which is "entitled march forth to shaam" in other words join #vso https://t.co/gbqdrwpzrj; 5/7/2016
priest from jaysh al-islam calls jabhat al-nusra khawarij. these 2 groups were previously allies. us/saudi pressure? https://t.co/ja7ceybeqp; 5/7/2016
pt: different rebel groups turning on each other due to us/saudi influence is not surprising. i wrote about this: https://t.co/tg5s8o6e6s; 5/7/2016
#islamicstate wilaya halab #vso sahawat which were captured in dalha  village https://t.co/0bdi9dguv6 https://t.co/ge99c5g3rv; 5/7/2016
#amaqagency footage of ongoing clashes at mount makhoul outskirts https://t.co/ppnszbefpv… https://t.co/cckawrjs4b; 5/7/2016
#uk navy officer joins the #is https://t.co/8dvrzikxas; 5/7/2016
a shar'i in jaish islam whilst delivering a khutbah calls jabhat al nusrah khawarij, faylaq al-rahman kufar &amp;... https://t.co/vcnfkbxm22; 5/7/2016
clashes between #is and shiite militants + #iraqi army in northern #baiji. strategic makhmoul mountain.... https://t.co/ahry060i3v; 5/7/2016
is police throw a man from a high building then stoned him to death , because he was gay. in #aleppo, #syria... https://t.co/5nugral5em; 5/7/2016
@markito0171 this is from gaza; mark; 5/7/2016
jaish al fateh destroyed nearly 6 vehicles with just one tow shot. https://t.co/cmqjxhprvl; 5/7/2016
report that massoud barzani cousin muhammad yusuf has been killed in fight vs daesh https://t.co/tbulyuol9e https://t.co/kfweaitncg; 5/7/2016
2 aljazeera journalists sentenced to death in #egypt; 5/7/2016
iran media claims: lost 13 iranian soldiers in #syria.; 5/7/2016
shiite militants claims to have repelled is assault on makhmour and killed 14 #isis militants.; 5/7/2016
syria: three spanish journalists kidnapped in #syria have been freed   https://t.co/ztovz73uab https://t.co/fllgtvjcwk; 5/7/2016
new #isis upgraded tactical vehicle to not beiing spotted by us drones/ jets. https://t.co/ub28spfuvl https://t.co/nmgpqvaulv; 5/7/2016
jund al aqsa and allies repelled new saa offensive on khan tuman in southern #aleppo.; 5/7/2016
jaish al fateh repelled a saa and allies offensive today in khan tuman and killed 4 ircg (iranian) soldiers+ dozens of saa soldiers; 5/7/2016
more #russian soldiers spotted in #palmyra+ a small base was build for russian vehicles and soldiers. https://t.co/ps8eqdyacj; 5/7/2016
dozens of young teenager join the ranks of #rebels in #idlib province. https://t.co/etph61dsqe; 5/7/2016
@kiakishini5 salam o alaikoum akhi 3ziz welcom back; 5/7/2016
huge battles #isis and saa near khanaser.. #syria; 5/7/2016
al-hamam-ithriya-al-ham main highway reportedly closed due to extreme intense #isis &amp; saa clashes since hours #syria https://t.co/knybyiegxy; 5/7/2016
the last words of a 16yr. old #hamas suicide bomber in #gaza. killed dozens of isrseli soldiers in a tunnel. 2014. https://t.co/jpa1eziq5z; 5/8/2016
the reason why turkey isn't attacking isis directly: more than 3000 well equiped sleeper cells in their country waiting for orders.; 5/8/2016
muslim brotherhood goes radical after banning them from politics. https://t.co/wd4j4liw4m; 5/8/2016
must read https://t.co/mmqkxaqjhw; 5/8/2016
😂😂😂😂😂 https://t.co/z7zms6fxaj; 5/8/2016
#alqaeda fanboy lecturing me #is killing innocents he forgot how they killed innocent kenyans in west-gate  mall &amp; garissa university attack; 5/8/2016
@princeoffreakz please remind them; 5/8/2016
after crushing #saa skulls still the #vso fanboys who are being paid to do some comedy have the nerve to tweet shit https://t.co/706njcuviz; 5/8/2016
the medical experts #alqaeda slaughtered https://t.co/qx6iwsghgp; 5/8/2016
1. ayman zawahiri's latest video implies jabhat al-nusra has permission to leave al-qaeda and merge with us-sponsored syrian rebel groups.; 5/8/2016
2. the groups he suggested that nusra join have already shown their willingness to work under us/saudi/turkish orders and renounce shariah.; 5/8/2016
3. the syrian rebel groups have shown their willingness to renounce shariah and work under us orders. my article: https://t.co/tg5s8o6e6s; 5/8/2016
4. so this poses the question, has ayman zawahiri renounced jihadist teachings to "raise the word of allah above all"?; 5/8/2016
5. or is ayman zawahiri simply ignorant about the nature of the syrian rebels he calls nusra to merge with and thus guilty of being naive?; 5/8/2016
6. either way, it suggests that ayman zawahiri will no longer be seen as relevant by jihadists who will see him as out of touch and "soft".; 5/8/2016
@ihwco @khateebdimashqi @alirizvi313 saber ya ikhwa. revenge is sweet my ummah. kuffar killing only civlians women kids etc...; 5/8/2016
ayman zawahiri says he will accept the decision of the people of syria to choose their own leader: https://t.co/ltecrqshgm; 5/8/2016
pt: this is a problem for jihadists though as most syrian representative groups are seen by jihadists as pro-west, pro-democracy "apostates"; 5/8/2016
@alkurdi015 @desyracuse shadi and other syrian reporters?! lol..; 5/8/2016
#russia|n mistaken raid on a saa position east of al-muhr gas company yesterday. casualties unknown #syria #isis https://t.co/clsjm87xww; 5/8/2016
some of the weapons captured by isis from assad's forces near shaer. although this fsa supporter doesn't seem happy! https://t.co/8egtil0rht; 5/8/2016
@kasimf الروبيل الروسي والريال الإيراني في أسواق سوريا قريبا وبهذا تتم آخر خطوة من تسليم وبيع سوريا مقابل بقاء ذيل الكلب في النظام; 5/8/2016
rt @olivierguitta: #alqaeda emir #zawahiri hints that aq has no objection to the breakaway of its #syria-n affiliate, al-nusra front https:…; 5/8/2016
isis claims responsibility for shooting dead all 8 egyptian plainclothes police in this minivan in cairo, egypt: https://t.co/pkqpl0cpq6; 5/8/2016
@warreporter1 here is the story: https://t.co/kivy9q5ozk; 5/8/2016
zawahiri broke the unity of the mujahideen in #sham by supporting the rebellion of the traitor jawlani against #is and accepting his bay'ah; 5/8/2016
#pt and now he allows his apostate dogs to break their bay'ah to him in order to pave the way for a full merger with american-backed rebels; 5/8/2016
fasting a lot in sha'ban is #sunnah. the prophet صلى الله عليه وسلم never fasted more in one single month outside ramadhan than in sha'ban; 5/8/2016
a nusra fighter says fighters should not concern themselves with leaders decisions, and an isis supporter responds: https://t.co/rm4ynxyxz1; 5/8/2016
rt @thatcoffeetho: amaq shows the vso rebels captured by the is in n-aleppo near dalha https://t.co/hyzvavkdzd; 5/8/2016
rt @jihadistjoe: in the uk, 2 out of 3 muslims would prefer to see a terrorist attack than betray a fellow muslim  let that sink in...; 5/8/2016
rt @ajenglish: isil claims killing of eight police officers in egypt https://t.co/i0rq9jnfbs https://t.co/mxammdsqfn; 5/8/2016
@simnasr i got it; i already deleted my tweet. sorry..; 5/8/2016
@abohafsakuwaiti yeah interesting; 5/8/2016
unlike what western media reported; former #libya|n president gaddafi's tribe (gadadfah) pledge allegiance to #isis https://t.co/fgmtivzbgm; 5/8/2016
#is covoy looks more active in out side syria even  https://t.co/lhocqctl0p; 5/8/2016
rt @7layers_: #egypt is a big recruiting ground for #isis, with millions of oppressed youths. keep supporting dictators &amp; whine about extre…; 5/8/2016
#is getting stronger day by day in #egypt https://t.co/j5mgenza1k; 5/8/2016
rt @ihwco: successful and big star uk navy officer joins isis, does he look poor and uneducated? does he looks brainwashed? https://t.co/f1…; 5/8/2016
amazing uprising https://t.co/d08bhqzb49; 5/8/2016
rt @shakeel9042: @imtiyazazhar takbeer; 5/8/2016
rt @imtiyazazhar: #isis captures 6 villages on the libyan coast https://t.co/dzufasqqqa #libya #sirte  #takbeer; 5/8/2016
youngest female fighter 12 years old. kidnapped by #usa-backed #ypg terror group from kobani #syria #twitterkurds https://t.co/icaytdjicp; 5/8/2016
@soran_hawrami nope..; 5/8/2016
rt @muslimprisoners: if u know of anyone in prison who would like to receive regular islamic reminders then please send us their details ht…; 5/8/2016
#hamas https://t.co/mrpluy4cnb; 5/8/2016
rt @adamhasak46: the newly formed anti-ypg pkk insurgent group in hasakah has vowed to conduct more raids on ypg in the province. https://t…; 5/8/2016
rt @bannierenoireen: the hospital is the first building built by prince zengide nur al-din (1146-1174) after his arrival in damascus. https…; 5/8/2016
rt @bannierenoireen: it was financed by a ransom paid by the king of france. literary sources indicate that mental illnesses were treated t…; 5/8/2016
rt @interbrigades: 4. must watch: #gopro   mujahid barely made it out alive. close call. #turkestani op to take #mansoura silos. https://t.…; 5/8/2016
@klakishin6 😢 to much pain to see my ummah like this.; 5/8/2016
rt @adamhasak46: 2 ypg terrorists killed by a new insurgent group that calls itself '' the arab resistance in the arabian jazeera". https:/…; 5/8/2016
rt @adamhasak46: من هي "المقاومة العربية" التي تبنت قتل عناصر من pyd ؟  https://t.co/7nem8rvu3x; 5/8/2016
f @adxm82 @adxm82 @adxm82; 5/8/2016
rt @warreporter1: 1. ayman zawahiri's latest video implies jabhat al-nusra has permission to leave al-qaeda and merge with us-sponsored syr…; 5/8/2016
rare footage for #usa-made mk-19 grenade launcher in the hands of #isis fighter in #iraq https://t.co/meaqnjqhax https://t.co/xssr6ao5ia; 5/8/2016
@iqsunni yes; it could be too. i am really not that familiar with the differences; 5/8/2016
f @khilafahnews2 @khilafahnews2 @khilafahnews2; 5/8/2016
rt @nidalgazaui: southern #aleppo assad and allies loses stats:  -46 liwa al quds -12 #iraqi militants -8 hezbollah -30 ircg -20 afghans -2…; 5/8/2016
this are shia militia dogs burning &amp; massacring innocent sunni civilians in #iraq backed by the #us and the west https://t.co/x2u6gj6xiw; 5/8/2016
what is taghut for ppl that' don't know https://t.co/skoipqthhr; 5/8/2016
rt @thatcoffeetho: moroccan king's son visiting the uae on an "official visit". what are they discussing? space toon ? spongebob ? https://…; 5/8/2016
rt @7layers_: everyone focuses on russian/assad crimes but forgot about the us: airstrikes on ihtimilat &amp; dabiq in n. aleppo today https://…; 5/8/2016
f @alhaqqiqamedia  @alhaqqiqamedia  @alhaqqiqamedia; 5/8/2016
block and report @khilafahnews3  *don't look at anything!; 5/8/2016
f @freeoursisters3 @freeoursisters3 @freeoursisters3; 5/8/2016
https://t.co/bezo0xqukz; 5/8/2016
f @nightwalker_138 @nightwalker_138 @nightwalker_138; 5/8/2016
rt @7layers_: u can't be a muslim twitter celeb without dragging isis into every tweet to be popular amongst westerners these days https://…; 5/8/2016
rt @mozlemgurl: lol &amp; they dare call it aq of usama.aq of usama wud spit in the faces of us vetted murtaddin not form emirates w/thm https:…; 5/8/2016
letter from our ukht muslimah https://t.co/yaituhj0du; 5/8/2016
@akaomaralamriki @alhaqqiqamedia not only today akhi, it has always been the way.; 5/8/2016
@nightwalker_138 wa iyyak; 5/8/2016
rt @a714149: https://t.co/7vg4rbhv7j; 5/8/2016
rt @a714149: 1/ the word tāghūt is general. so everything that is worshipped besides allāh ﷻ while being pleased with this worship – whethe…; 5/8/2016
rt @a714149: 2/ someone followed, or someone obeyed in the absence of obedience to allāh ﷻ and his messenger, then that is considered tāghū…; 5/8/2016
rt @a714149: 3/ the tawāghīt (pl. of tāghūt) are many, but their heads are five:  1. : the devil who calls the people to worship other than…; 5/8/2016
rt @a714149: 4/ the proof for this is allāh ﷻ saying; https://t.co/rbexaqrvlv; 5/8/2016
rt @a714149: 5/ the second; the tyrannical and oppressive ruler who changes allāh ﷻ rulings.the proof for this is allāh ﷻ  saying https://t…; 5/8/2016
rt @a714149: 6/ the third: the one who judges by other than what allāh ﷻ has revealed, and the proof for this is allah ﷻ saying: https://t.…; 5/8/2016
prominent #libya|n warfalla tribe pledges allegiance to the caliphate.. #isis https://t.co/u37vnslquh; 5/8/2016
rt @ramiallolah: unlike what western media reported; former #libya|n president gaddafi's tribe (gadadfah) pledge allegiance to #isis https:…; 5/8/2016
@abutoyota hahahaha abu toyota why not abu kebab hahahaha; 5/8/2016
rt @drmkmo5: هذا ليس فلم سينمائي أو رسوم متحركة، هذه ماكان يفعله جيش الأستعمار الفرنسي لأخواننا في الجزائر !   قتل بطريقة وحشية . https://t…; 5/8/2016
rt @abdughenisabit: #freepatigul - an #uyghur mother in #chinese prison. plz retweet thank you https://t.co/tbyv20dqkl; 5/8/2016
#infographic main zones of influence/power of #libya prominent tribes pledged to back &amp; support the caliphate #isis https://t.co/fm1sdohcyu; 5/9/2016
rt @ramiallolah: #infographic main zones of influence/power of #libya prominent tribes pledged to back &amp; support the caliphate #isis https:…; 5/9/2016
rt @adamhasak46: ypg pkk terrorists kidnapped a leader of the kurdish enks party in qamishli and subjected him to severe torture. https://t…; 5/9/2016
rt @adamhasak46: minor girl in the ranks of #usa-backed ypg pkk terrorists recently killed in northern #syria. https://t.co/ydvquvr8g6; 5/9/2016
anonymous said: want to know how one can work as mujahedin isolately as he doesn't have any link. https://t.co/qwcbue1one; 5/9/2016
also you can can send me here or on tumblr, article or picture that would be beneficial and i'll publish it on tumblr, insha allah.; 5/9/2016
@markito0171 i think isis gained their support but no territories control yet. it is too early for this to happen.. @desyracuse; 5/9/2016
@chihebkhas صحيح. القبائل العربية عندها مشكلة القيادة. وتجد الانقسام داخل القبيلة ظاهر من أقصى العراق للمغرب للأسف.. @zidan44564531; 5/9/2016
alqassam militants in #gaza- must see https://t.co/dv5bhwq7mv; 5/9/2016
new #us-rumeilan air base in kurdish ne #syria  https://t.co/9wmgr41oiu https://t.co/ulpbmpldah https://t.co/7mfnml8xtg; 5/9/2016
more proof emerges of the secret alliance between saudi arabia and israel. king salman paid netanyahu $80 million: https://t.co/rrqs5nmk99; 5/9/2016
irony: muhammad mursi was jailed by general sissi, who was appointed commander of egypt's military by mursi himself: https://t.co/zja1ffqrno; 5/9/2016
pt: isis supporters criticise muslim brotherhood for allying with non-muslims and then being betrayed like mursi was https://t.co/gv811lpupx; 5/9/2016
@abhalmal_20 i seem to remember muhammad mursi also made a christian the chief judge of egypt.; 5/9/2016
the "caliphate state" of isis is expanding in libya. many major tribes, including gadaffis tribe, pledge allegiance: https://t.co/shikytdxoj; 5/9/2016
isis seem to excel at alliance-building with tribes. this guarantees a base for support and manpower for the future: https://t.co/mibknkeevp; 5/9/2016
part of isis' propaganda strategy is to highlight the infrastructure repairs and maintainence they carry out: https://t.co/thnjpwsdnt; 5/9/2016
rt @terror_monitor: #is claims #libya's #warfalla, #gaddafah, warfalah &amp; ould suleiman tribes pledge allegiance with them.#terrormonitor ht…; 5/9/2016
not every sunni muslim objects to this. the islamic party of iraq (muslim brotherhood) are allied to shia militias: https://t.co/8tyacmxvdv; 5/9/2016
rt @7layers_: libyan tribes pledge allegiance to #isis, including muammar gaddafi's tribe, the gdaddfa who fought the italians. https://t.c…; 5/9/2016
@odulimi i hope there are enough helicopters available to airlift the seriously injured and transport the remains of the rafidi militias; 5/9/2016
isis criticise al-qaeda (nusra) for allying with pro-us groups, rejecting sharia, and following colonial borders: https://t.co/yxejjqcwgd; 5/9/2016
@warreporter1 as well as pledging allegiance to mullah umar, who was dead for 2 years, and fabricating statements in his name for 2 years.; 5/9/2016
rt @ramiallolah: prominent #libya|n warfalla tribe pledges allegiance to the caliphate.. #isis https://t.co/u37vnslquh; 5/9/2016
"sadly, the only sounds audible were the sounds of crickets ... though those were hard to hear over the gunfire." https://t.co/lntwy0m0bs; 5/9/2016
rt @josephhdempsey: #russia rpt deploys pantsir-s1 spaagm, btr-80 apc &amp; btr-82 ifv to #palmyra fob #syria https://t.co/gvcfcoi3wm https://t…; 5/9/2016
isis supporters criticise al-qaeda's inability to get the loyalty of civilians, citing failure to implement sharia: https://t.co/zrpu8dzeca; 5/9/2016
“if mary j. blige made the call to prayer, i’d go to the mosque; i’d be in the front row.” suhaib webb, la times, 2011.; 5/9/2016
rt @abdughenisabit: must read - #uyghur villagers forced by #chinese authorities 'contract' to spy on neighbors https://t.co/vorxg5pyjv htt…; 5/9/2016
rt @7layers_: a day after zawahiri speech as-sahab media released new audio by binladen's son #hamzabinladen. main topics: unity &amp; liberati…; 5/9/2016
lately am seeing growth of hazimis in twitter and they thought they can hide their ghulu &amp; takfiri ideology in the #is they are khawarij; 5/9/2016
rt @abohafsakuwaiti: hazimi's are the ingrown cancer of the islamic state, they thought they could seek refuge with their ghulu in dawla; 5/9/2016
the murtadd monkey4$ suhaib webb mocks the name 'abdul-malik and claims that the islamic thobe is not sunnah  https://t.co/xvps63uss5; 5/9/2016
@cadowgaga_garo stop spreading your hazimi stuff and fear allah; 5/9/2016
the battle to take mosul from isis has been delayed by at least a year after isis inflicted massive losses on iraqis https://t.co/4ukrpamnpw; 5/9/2016
@warreporter1 source link: https://t.co/hrubftwedi; 5/9/2016
after the boston bombings, webb and his staff asked congregants at their masjid dirar 2 share any info on the tsarnaev brothers with the fbi; 5/9/2016
#amaqagency a martyrdom op destroys 2 iraqi armored vehicles killing the soldiers inside in #kabruk https://t.co/7q4naua77i; 5/9/2016
rt @brunfree: panama papers: saudi arabia king sponsored netanyahu’s campaign - https://t.co/3tltxanrcn; 5/9/2016
@taalibah2711  they make takfir on sh. baghdadi and sh.adnani for not making takfir on the syrian people whom they make takfir on; 5/9/2016
very good thread  "batil of the hazimis hiding their ghulu" https://t.co/gmh0kk9y3j; 5/9/2016
rt @noahshachtman: this is how fucked up &amp; petty things have become in the military command that's supposed to be leading the isis war. htt…; 5/9/2016
#amaqagency #breaking martyrdom op hits popular mobilization gathering in #baqubah's #shaftah area in #diyala. https://t.co/svr9jfg1er; 5/9/2016
rt @glcarlstrom: mahmoud abbas (in cairo today) got new glasses. the most exciting development in palestinian politics since 2007. https://…; 5/9/2016
rt @warreporter1: isis seem to excel at alliance-building with tribes. this guarantees a base for support and manpower for the future: http…; 5/9/2016
rt @ramiallolah: rare footage for #usa-made mk-19 grenade launcher in the hands of #isis fighter in #iraq https://t.co/meaqnjqhax https://t…; 5/9/2016
#albayanradio news bulletin 2 sha'ban 1437  https://t.co/yhrq9arrre; 5/9/2016
rt @warreporter1: irony: muhammad mursi was jailed by general sissi, who was appointed commander of egypt's military by mursi himself: http…; 5/9/2016
rt @malcolmite: powerful protests in indonesia against assad regime massacres in aleppo &amp; rest of syria #aleppoisbleeding https://t.co/vzdb…; 5/9/2016
rt @shamirebel: jaish al-mujahideen captured an afghan-hazara-shi'i mercenary amidst clashes on the #rashidin front  ~ s. of #aleppo https:…; 5/9/2016
rt @revolutionsyria: we will never forget or forgive assad’s genocidal crimes or those aided or ignored him. #syria https://t.co/ferb62dt4m; 5/9/2016
#iran says #syria|n rebels in khan tuman will pay a huge price for capturing 6 iranian army soldiers..; 5/9/2016
#amaqagency #breaking martyrdom operation hits popular mobilization gathering in #baqba's #shaftah area in central #diyala; 5/9/2016
rt @adxm82: bismillah; 5/9/2016
#usa pentagon announces the death of #isis anbar commander shaker fahdawi (abu waheeb) for the 9797097098 time #iraq https://t.co/jnhnshcicp; 5/9/2016
#usa claims #isis abu waheeb killed in strike in rutbah (#iraq|i army killed him also in the same location in 2015) https://t.co/3grxojknph; 5/9/2016
rt @joelwing2: car bomb today in baquba another sign is picking up activities in diyala once again; 5/9/2016
#amaqagency 9 assadists were killed, 5 by sniper fire,  in fighting in #tahtuh https://t.co/evytuo6jzu; 5/9/2016
well respected #iraq|i journalist @hamidhadeed: #isis anbar commander abu waheed is still alive.. https://t.co/nyu8vrfz4s; 5/9/2016
rt @ramiallolah: well respected #iraq|i journalist @hamidhadeed: #isis anbar commander abu waheed is still alive.. https://t.co/nyu8vrfz4s; 5/9/2016
@dplm5 @hamidhadeed نعم أعلم لكن البنتاغون يعتبرون أبو وهيب هو القائد العسكري للأنبار فعليا.. على العموم ننتظر أفضل; 5/9/2016
mighty #isis bulldozer with slat and heavy armor in deir ezzor battles against saa.. #syria https://t.co/bh8hrcd5l0; 5/9/2016
#amaqagency from the fighting  in #deirezzor ’s #tahtuh neighborhood today https://t.co/uc09jmp7mc; 5/9/2016
a glimpse into recent clashes between soldiers of the #khilafah and nusayris in altahtouh neighborhood, al-khayr  https://t.co/xrnjakzebh; 5/9/2016
@simnasr أخ وسيم هم قالوا بنص الإعلان "القائد العسكري للأنبار" وليس والي الأنبار وأبو وهيب عند البنتاغون هو القائد العسكري الفعلي للأنبار; 5/9/2016
#amaqagency footage of recent clashes between soldiers of the #khilafah and nusayris in altahtouh, al-khayr city  https://t.co/gupqfgfbz9; 5/9/2016
rt @newexila63: حاڵی ڕاستەقینەی ئوممەت  the true condition of the ummah. https://t.co/zokibfisav; 5/9/2016
dua https://t.co/y2h8knwreq; 5/9/2016
@antifreedom1 @simnasr ما أظن هذا كلام دقيق.. أبو وهيب قيادي عسكري بارز معروف وله سمعة في الدولة ولكنه أيضا ليس الرجل اللي يصوره البنتاغون..; 5/9/2016
f @muktarbelmuktar @muktarbelmuktar @muktarbelmuktar; 5/9/2016
rt @warreporter1: more proof emerges of the secret alliance between saudi arabia and israel. king salman paid netanyahu $80 million: https:…; 5/9/2016
jawlani rat desperate to show me how much territory #is lost. i started replying, mentioning jabha and territory and all began to chuckle; 5/9/2016
what happened to the so called "shari'ah courts"? where is muhaisni with regard to his fellow "scholar"? https://t.co/wvvpghfsp7; 5/9/2016
there is a new sect: sushi islam https://t.co/3v2pcmmolo; 5/9/2016
rt @joelwing2: assassination attempt on an asaib ahl al-haq leader in basra; 5/9/2016
fighters of the #islamicstate kill a #filipino soldier and wounded another in an attack in #basilan island https://t.co/mladp133ef; 5/9/2016
@ww3iskoming @mousaalomar اقرأ المقطع المتعلق باستقالة أوغلو هنا: https://t.co/bajvkkoz07 هذا ما تحدثت عنه قبل أيام معك; 5/9/2016
@ww3iskoming @mousaalomar أوغلو وغل وقسم كبير من حزب العدالة يرون هذا الموضوع بعين استراتيجية وأنه سابق لأوانه تنفيذه الآن. أردوغان ينظر; 5/9/2016
@ww3iskoming @mousaalomar اليه بنظرة مصلحة شخصية بحتة أو أنه جائزة يستحقها بعد كل هذه الانجازات والتعب اللي تعبه في عمله بتركيا..; 5/9/2016
@ww3iskoming @mousaalomar أنا أظن الطريق اللي يسير فيه أردوغان سيؤدي إلى تقويض الحزب إن لم يتم احتواء نرجسيته. أنا أرى أنه سيعزل تدريجيا..; 5/9/2016
@ww3iskoming لووووووووووووووووول; 5/9/2016
rt @assadistexposed: this is exactly why i'm exposing these assad supporters. prime examples https://t.co/ld75uh7ftg; 5/10/2016
ahrar ash-sham tells its supporters that secular governments which reject shariah law "can be islamic": https://t.co/dkwh06hdmv; 5/10/2016
pt: this is embarrasing for ayman zawahiri, who only 2 days ago urged al-qaeda in syria (jabhat al-nusra) to join ahrar ash-sham.; 5/10/2016
rt @rita_katz: #isis translated claim of attack on #philippines military in #maluso to english; usually only does for major events https://…; 5/10/2016
turkey left to fight islamic state alone, erdogan says https://t.co/45dshzduvx via @yahoonews; 5/10/2016
children in pieces after us airstrikes in n-aleppo - #isis control zone. https://t.co/8s51foskbv; 5/10/2016
@lnsldewar now one say anything about this video if this is happend in #europe  or #usa then we will have 3 world war.; 5/10/2016
@arnews1936 @terror_monitor children in pieces after us airstrikes in n-aleppo - #isis control zone.  https://t.co/esovmuq4zh; 5/10/2016
isis reportedly executes 7-year-old boy for cursing while playing with friends lairs lairs lairs | fox news |  https://t.co/uhdjretzae; 5/10/2016
@abu_mohammed_x yeah and alot of ppl believe this foxnewstoilet; 5/10/2016
picture of the day https://t.co/w0j8spfvzn; 5/10/2016
rt @israelhatzolah: breaking photos: two 80 y/o women wounded in palestinian stabbing attack in jerusalem being rushed to the hospital. htt…; 5/10/2016
rt @israelhatzolah: jerusalem stabbing attack: - two 80 y/o women wounded - 2 terrorists caught - united hatzalah o/s - terror confirmed ht…; 5/10/2016
heavy clashes between #isis and #saa near al-mahr oil fields. #homs #palmyra; 5/10/2016
#isis it begins this morning battle for control of altifor (tiyas t4) airbase and controls the battalion beside it.  #syria #palmyra ,apr 10; 5/10/2016
update: one of the 4 seriously injured civilians in germany died moments ago #munich by a stabbing attack.; 5/10/2016
@abu_mohammed_x hahahaha; 5/10/2016
@abutoyota hahahaha very funny name akhi cool; 5/10/2016
when you realize that your 1m$ bomb couldnt stop me from laughing #us #syria https://t.co/gdxemmgn8k; 5/10/2016
rt @warreporter1: ahrar ash-sham tells its supporters that secular governments which reject shariah law "can be islamic": https://t.co/dkwh…; 5/10/2016
rt @thatcoffeetho: hasbun'allah wa ni'mal wakeel.. children in pieces after us airstrikes to support the sahawat pigs in n-aleppo.. https:/…; 5/10/2016
rt @thatcoffeetho: it looks like russian air force isn't enough near #palmyra these days: the us coalition are giving a hand. https://t.co/…; 5/10/2016
@muktarbelmuktar wa iyyaki; 5/10/2016
@khn_95 follow back; 5/10/2016
@allahualam__ follow back; 5/10/2016
@meynoor_crown this are students of imprisoned scholar sheikh hazimi they make takfeer on layman; 5/10/2016
@meynoor_crown the  hazimi followers is that they make takfir on the adhir of the adhir, nay but on the adhir of the adhir of the adhir; 5/10/2016
@meynoor_crown ofcourse mushreekin we make takfeer but u cant just make takfeer on laymen; 5/10/2016
look at them all proud of their destruction in syria. https://t.co/cfcln5yrpl; 5/10/2016
christian militia forms a force of 100,000 soldiers to fight isis in iraq: https://t.co/pcjfmsvwtl https://t.co/q13k6epamr; 5/10/2016
#amaqagency #islamicstate fighters shoot down a syrian airforce helicopter near #huwaysis https://t.co/ctjgqgvs6a; 5/10/2016
#amaqagency at least 20 assadists were killed, including 2 officers, in ongoing battles at the t4 airbase https://t.co/zukwafvu9s; 5/10/2016
#amaqagency the helicopter crashed between both forces near #huwaysis in the #homs countryside https://t.co/cjkeupkkbf; 5/10/2016
morocco among safest countries in the world for christians -  https://t.co/qi9b15wkk6; 5/10/2016
@_salmanhashimi brooklyn bridge 😜; 5/10/2016
rt @afp: #breaking bomb attack targeting police rocks turkish city of diyarbakir: reports; 5/10/2016
#is shots down regime helicopter in #huwaysis #homs #palmyra.; 5/10/2016
rt @warreporter1: christian militia forms a force of 100,000 soldiers to fight isis in iraq: https://t.co/pcjfmsvwtl https://t.co/q13k6epamr; 5/10/2016
rt @warrnews: #isis it begins this morning battle for control of altifor (tiyas t4) airbase and controls the battalion beside it.  #syria #…; 5/10/2016
rt @worldonalert: #deirezzor: #isis using converted bulldozers to advance against #assad forces. https://t.co/avf1jqkrtv; 5/10/2016
rt @conflicts: syria: isis affiliated news agency  reports that a helicopter has been shot down in the homs countryside. https://t.co/z0in9…; 5/10/2016
rt @menastream: #algeria: significant arms cache discovered this morning (may 10) in bordj badji mokhtar (details attached) https://t.co/xd…; 5/10/2016
rt @7layers_: report that a russian war-plane has been downed in east #homs near altifor airbase. #isis #syria https://t.co/aswwz9g33p; 5/10/2016
let see the results https://t.co/hpwgjurkyz; 5/10/2016
@zaidbenjamin it proves they are deployed puppets, what freedom expect from them?; 5/10/2016
rt @shamirebel: abu-omar wrote a short will on his phone today before martyrdom:  "i have 220 💵 give 100 to my family &amp; donate 120." https:…; 5/10/2016
why some european people make the #isis pose with their fingers... its not funny hahahahaha https://t.co/1fxdqhz3cu; 5/10/2016
damascus/ homs- palmyra road cut off by #isis.; 5/10/2016
saa helicopter downed by #isis defenses near huwaysis in eastern homs rural. fate of pilots still unknown.. #syria https://t.co/y9aojuepvc; 5/10/2016
dua https://t.co/zjl5wa0f6a; 5/10/2016
#isis advances towards the t4 air-base captured 2 saa checkpoints. saa in palmyra will be in trouble soon.. #syria https://t.co/c1z1tryl4x; 5/10/2016
rt @ramiallolah: #isis advances towards the t4 air-base captured 2 saa checkpoints. saa in palmyra will be in trouble soon.. #syria https:/…; 5/10/2016
#is captured al-ezawi village near shadadhi from #ypg.; 5/10/2016
you see his body worn away by his active mind; it bears the marks of that ardour which fires his soul;; 5/10/2016
when the human mind is great with lofty thoughts, a body lean and worn is no disgrace.; 5/10/2016
by aasim, a poet from baghdad; 5/10/2016
during the time of the salaf, students traveled for many years to acquire knowledge. https://t.co/hf8u2rxipg; 5/10/2016
walaikummu salam warahmatullahi wabarakatuhu  insha allah https://t.co/vlbthfyksb; 5/10/2016
abu ishaq al-isfaraini spent twenty-seven years in visiting syria, egypt, hijaz, and the cities of isfahan, harran, herat, and naisapur.; 5/10/2016
rt @adamhasak43: 2 ypg pkk terrorists killed yesterday when they triggered an ied on the tel tamr/ hasakah highway.; 5/10/2016
rt @markito0171: #syria #idlib after airstrikes on binnish town now rebels shelling besieged shia enclave kefraya &amp; fuah with dozens of roc…; 5/10/2016
